,Release Date,Season,Episode,Episode Title,Name,Sentence,label
22495,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,And you believed her?,['joy']
22496,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,She has something to live for now. I believe she wants to survive.,['fear']
22497,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,I used to think you were the cleverest man alive.,['anger']
22498,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,You used to be taller.,['anger']
22499,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,How did you sneak up on me?,['anger']
22500,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,How did you survive a knife through the heart?,['joy']
22501,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,I didn't.,['anger']
22502,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,You still have it.,['anger']
22503,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Needle.,['anger']
22504,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Have you ever used it?,['joy']
22505,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Once or twice.,['anger']
22506,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Valyrian steel.,['anger']
22507,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Jealous?,['joy']
22508,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Too heavy for me.,['anger']
22509,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Where were you before? I couldo ve used your help with Sansa.,['joy']
22510,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,"She doesn't like your queen, does she?",['anger']
22511,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Sansa thinks she's smarter than everyone.,['joy']
22512,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,She's the smartest person I've ever met.,['anger']
22513,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Now you're defending her?,['surprise']
22514,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,You?,['anger']
22515,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,I'm defending our family. So is she.,['joy']
22516,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Yeah. I'm her family too.,['joy']
22517,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Don't forget that.,['joy']
22518,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,"Your Grace, I'm afraid I bring terrible news. The dead have broken through the Wall.",['anger']
22519,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,Good.,['anger']
22520,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,Why don't you just get it over with and kill me?,['anger']
22521,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,But we're family. The last Greyjoys left in the world. The last ones with balls anyway.,['love']
22522,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,If I kill you who can I talk to? Hmm?,['anger']
22523,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,I've got a crew full of mutes. It gets lonely at sea.,['joy']
22524,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,Are we in King's Landing?,['joy']
22525,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Mm.,['anger']
22526,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,You picked the losing side.,['anger']
22527,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Then I'll sail the Iron Fleet somewhere else.,['joy']
22528,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,But first I'm gonna fuck the queen.,['anger']
22529,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,"Twenty-thousand men, is it?",['sadness']
22530,2019-04-14,Season 8,Episode 1,Winterfell,harry,"Yes, Your Grace. A few died in transit.",['fear']
22531,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,They cheated at dice. Or maybe I cheated. Someone cheated. They weren't good fighters. You won't miss them.,['joy']
22532,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,Horses?,['anger']
22533,2019-04-14,Season 8,Episode 1,Winterfell,harry,Two thousand.,['anger']
22534,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,And elephants?,['anger']
22535,2019-04-14,Season 8,Episode 1,Winterfell,harry,"Uh, no elephants, Your Grace.",['fear']
22536,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,That's disappointing. I was told the Golden Company had elephants.,['joy']
22537,2019-04-14,Season 8,Episode 1,Winterfell,harry,"They are excellent beasts, Your Grace, but not well-suited to long sea voyages.",['joy']
22538,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,"In any event, you are most welcome here in King's Landing, Captain Strickland.",['joy']
22539,2019-04-14,Season 8,Episode 1,Winterfell,harry,"We look forward to fighting on your behalf, Your Grace.",['joy']
22540,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Am I most welcome here?,['anger']
22541,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,You are a true friend of the crown and an honored guest.,['fear']
22542,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Good. As a true friend and an honored guest,['fear']
22543,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,I was hoping we could talk in private.,['joy']
22544,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,After the war. That was our agreement.,['anger']
22545,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Wars sometimes last years.,['joy']
22546,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,"You want a whore, buy one. You want a queen, earn her.",['sadness']
22547,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,How?,['anger']
22548,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,"I've given her justice, an army, and the Iron Fleet, yet she gives me no sign of affection. My heart is nearly broken.",['joy']
22549,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,You're insolent. I've executed men for less.,['surprise']
22550,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,They were lesser men.,['sadness']
22551,2019-04-14,Season 8,Episode 1,Winterfell,dirah,I hear the dragon burnt up a thousand Lannister men.,['sadness']
22552,2019-04-14,Season 8,Episode 1,Winterfell,crayah,Burnt up some of my favorite boys.,['joy']
22553,2019-04-14,Season 8,Episode 1,Winterfell,dirah,"Archie, was it?",['anger']
22554,2019-04-14,Season 8,Episode 1,Winterfell,crayah,And William.,['anger']
22555,2019-04-14,Season 8,Episode 1,Winterfell,dirah,Tall handsome William?,['anger']
22556,2019-04-14,Season 8,Episode 1,Winterfell,crayah,"Yeah, tall handsome William.",['anger']
22557,2019-04-14,Season 8,Episode 1,Winterfell,dirah,They said what's left of him could fit in a wine glass.,['joy']
22558,2019-04-14,Season 8,Episode 1,Winterfell,bronn,I am the only man you ever met who shot a dragon.,['anger']
22559,2019-04-14,Season 8,Episode 1,Winterfell,crayah,Did you?,['anger']
22560,2019-04-14,Season 8,Episode 1,Winterfell,bronn,Nearly killed it.,['joy']
22561,2019-04-14,Season 8,Episode 1,Winterfell,marei,That's brave.,['anger']
22562,2019-04-14,Season 8,Episode 1,Winterfell,crayah,That boy Eddie.,['anger']
22563,2019-04-14,Season 8,Episode 1,Winterfell,dirah,The ginger?,['joy']
22564,2019-04-14,Season 8,Episode 1,Winterfell,crayah,That's him. Came back with his face burnt right off. He's got no eyelids now.,['joy']
22565,2019-04-14,Season 8,Episode 1,Winterfell,dirah,How does he sleep with no eyelids?,['anger']
22566,2019-04-14,Season 8,Episode 1,Winterfell,bronn,"All right, can we stop talking about the fucking dragons now?",['joy']
22567,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,Ser Bronn of the Blackwater.,['anger']
22568,2019-04-14,Season 8,Episode 1,Winterfell,bronn,You're kidding me.,['surprise']
22569,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,"Apologies for the interruption, but the queen did urge me to hurry.",['joy']
22570,2019-04-14,Season 8,Episode 1,Winterfell,bronn,"Sorry, ladies. Another time perhaps.",['joy']
22571,2019-04-14,Season 8,Episode 1,Winterfell,crayah,You ever get lonely; I am partial to older gentlemen.,['joy']
22572,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,Poor girl. The pox will take her within the year.,['joy']
22573,2019-04-14,Season 8,Episode 1,Winterfell,bronn,Which girl?,['joy']
22574,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,The queen's brothers made promises to you and broke them. Her Grace wants to rectify their mistake.,['fear']
22575,2019-04-14,Season 8,Episode 1,Winterfell,bronn,"She once gave me a castle and a wife, then rectified me right out of them.",['anger']
22576,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,"That was Ser Jaime's doing, not hers. When Queen Cersei wants something, she pays in advance and in gold. Several chests of it, in fact. Waiting for you in a wagon just outside.",['fear']
22577,2019-04-14,Season 8,Episode 1,Winterfell,bronn,"So, she wants to murder someone, but she can't send her soldiers. If it's the Dragon Queen she's after-",['fear']
22578,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,She has other plans for the Targaryen girl.,['anger']
22579,2019-04-14,Season 8,Episode 1,Winterfell,bronn,"Yeah, well, good luck with that.",['joy']
22580,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,Our queen's brothers are unlikely to survive their Northern adventures. But in the event that they do-,['joy']
22581,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,She has a keen sense of poetic justice.,['joy']
22582,2019-04-14,Season 8,Episode 1,Winterfell,bronn,That fucking family.,['joy']
22583,2019-04-14,Season 8,Episode 1,Winterfell,qyburn,"When the Citadel expelled me, I thought I would die poor and alone, but in exchange for my service, Queen Cersei made me her Hand. What would she do for the man who rids her of her treasonous brothers?",['sadness']
22584,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,I wanted those elephants.,['anger']
22585,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,"So, how do I compare to the fat king?",['joy']
22586,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,You're insulting my late husband?,['surprise']
22587,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Are you offended?,['joy']
22588,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,"Robert had a different whore every night, but he still didn't know his way around a woman's body.",['anger']
22589,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,And the Kingslayer?,['anger']
22590,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,"You enjoy risking your neck, don't you?",['joy']
22591,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Life is boring.,['anger']
22592,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,"You're not boring, I'll give you that.",['surprise']
22593,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,Do I please the queen?,['anger']
22594,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,You might be the most arrogant man I've ever met. I like that.,['anger']
22595,2019-04-14,Season 8,Episode 1,Winterfell,cersei lannister,But now I want to be alone.,['joy']
22596,2019-04-14,Season 8,Episode 1,Winterfell,euron greyjoy,I'm going to put a prince in your belly.,['joy']
22597,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,"Euron can't defend the Iron Islands, not if he's in King's Landing with all his men and his ships.",['sadness']
22598,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,We can take our home back.,['anger']
22599,2019-04-14,Season 8,Episode 1,Winterfell,theon greyjoy,Daenerys went north.,['anger']
22600,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,Daenerys will need somewhere to retreat if they can't hold the North. Somewhere the dead can't go.,['sadness']
22601,2019-04-14,Season 8,Episode 1,Winterfell,theon greyjoy,You're my queen. I go where you command.,['surprise']
22602,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,You want to go to Winterfell. To fight for the Starks. Go. What is dead may never die.,['sadness']
22603,2019-04-14,Season 8,Episode 1,Winterfell,theon greyjoy,What is dead may never die.,['sadness']
22604,2019-04-14,Season 8,Episode 1,Winterfell,yara greyjoy,But kill the bastards anyway.,['anger']
22605,2019-04-14,Season 8,Episode 1,Winterfell,wolkan,"Welcome back, my lady. If you'd follow me",['joy']
22606,2019-04-14,Season 8,Episode 1,Winterfell,varys,The Karstarks.,['anger']
22607,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,"One of the better sigils. Beats an onion, anyway.",['joy']
22608,2019-04-14,Season 8,Episode 1,Winterfell,davos,Can't argue with that.,['anger']
22609,2019-04-14,Season 8,Episode 1,Winterfell,davos,"Not so long ago, the Starks and the Karstarks were slaughtering each other on the battlefield. Jon Snow brought peace to the houses.",['fear']
22610,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,And our queen is grateful.,['love']
22611,2019-04-14,Season 8,Episode 1,Winterfell,davos,"Her gratitude is lovely, but that's not my point. The Northmen are loyal to Jon Snow, not to her. They don't know her. The Free Folk don't know her. I've been up here a while, and I'm telling you, they're stubborn as goats. You want their loyalty, you have to earn it.",['joy']
22612,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,I sense that you're leading to a proposal.,['surprise']
22613,2019-04-14,Season 8,Episode 1,Winterfell,davos,"A proposal is what I'm proposing. On the off chance that we survive the Night King, what if the Seven Kingdoms, for once in their whole shit history, were ruled by a just woman and an honorable man?",['joy']
22614,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,They do make a handsome couple.,['sadness']
22615,2019-04-14,Season 8,Episode 1,Winterfell,varys,You overestimate our influence. Jon and Daenerys don't want to listen to lonely old men.,['sadness']
22616,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,I'm not that old.,['anger']
22617,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,Not as old as him.,['anger']
22618,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,Our queen respects the wisdom of age.,['joy']
22619,2019-04-14,Season 8,Episode 1,Winterfell,varys,"Of course she does. Respect is how the young keep us at a distance, so we don't remind them of an unpleasant truth.",['joy']
22620,2019-04-14,Season 8,Episode 1,Winterfell,tyrion lannister,What is that?,['anger']
22621,2019-04-14,Season 8,Episode 1,Winterfell,varys,Nothing lasts.,['anger']
22622,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Your sister doesn't like me.,['anger']
22623,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"She doesn't know you. If it makes you feel any better, she didn't like me either when we were growing up.",['joy']
22624,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,She doesn't need to be my friend but I am her queen. If she can't respect me-,['joy']
22625,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,How many today?,['anger']
22626,2019-04-14,Season 8,Episode 1,Winterfell,dothraki man,Only eighteen goats and eleven sheep.,['anger']
22627,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What's the matter?,['sadness']
22628,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,The dragons are barely eating.,['joy']
22629,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What's wrong with them?,['joy']
22630,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,They don't like the North.,['anger']
22631,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Go on.,['joy']
22632,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,I don't know how to ride a dragon.,['sadness']
22633,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Nobody does. Until they ride a dragon.,['sadness']
22634,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What if he doesn't want me to?,['anger']
22635,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,"Then I've enjoyed your company, Jon Snow.",['joy']
22636,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What do I hold onto?,['fear']
22637,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Whatever you can.,['joy']
22638,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,You've completely ruined horses for me.,['anger']
22639,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,We could stay a thousand years-,['joy']
22640,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,No one would find us.,['joy']
22641,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,We'd be pretty old.,['fear']
22642,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,It's cold up here for a southern girl.,['anger']
22643,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,So keep your queen warm.,['fear']
22644,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Don't be afraid.,['joy']
22645,2019-04-14,Season 8,Episode 1,Winterfell,man,Gendry?,['anger']
22646,2019-04-14,Season 8,Episode 1,Winterfell,man,He's here.,['joy']
22647,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,It isn't easy making a blade that big with dragonglass.,['joy']
22648,2019-04-14,Season 8,Episode 1,Winterfell,sandor,"You're saying you're good, is that it?",['surprise']
22649,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,I'm just saying it's a tricky material to-,['joy']
22650,2019-04-14,Season 8,Episode 1,Winterfell,sandor,You know who makes weapons for the wildlings? Cripples and cocksuckers. Which one are you?,['joy']
22651,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Leave him be.,['joy']
22652,2019-04-14,Season 8,Episode 1,Winterfell,sandor,I heard you were here. You left me to die.,['sadness']
22653,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,First I robbed you.,['joy']
22654,2019-04-14,Season 8,Episode 1,Winterfell,sandor,"You're a cold little bitch, aren't you? Guess that's why you're still alive.",['surprise']
22655,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,That was a nice ax you made for him. You've gotten better.,['anger']
22656,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"Yeah, thanks. So have you.",['joy']
22657,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"I mean, you look good.",['anger']
22658,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Thanks. So do you.,['joy']
22659,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"It's not a bad place to grow up, if it wasn't so cold.",['anger']
22660,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,"Stay close to that forge, then.",['joy']
22661,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"Is that a command, Lady Stark?",['joy']
22662,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Don't call me that.,['joy']
22663,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,"As you wish, milady.",['joy']
22664,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Here's my wish.,['joy']
22665,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Can you make it?,['anger']
22666,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,What do you need something like this for?,['joy']
22667,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,Can you make it or not?,['anger']
22668,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,You already have a sword. What's that?,['joy']
22669,2019-04-14,Season 8,Episode 1,Winterfell,gendry baratheon,It's Valyrian steel. I always knew you were just another rich girl.,['joy']
22670,2019-04-14,Season 8,Episode 1,Winterfell,arya stark,You don't know any other rich girls.,['fear']
22671,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,Come in.,['anger']
22672,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,"Lord Glover wishes us good fortune, but he's staying in Deepwood Motte with his men.",['sadness']
22673,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"House Glover will stand behind House Stark as we have for a thousand years."" Isn't that what he said?",['anger']
22674,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,"I will stand behind Jon Snow,"" he said.",['joy']
22675,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,The King in the North.,['anger']
22676,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,I told you we needed allies.,['joy']
22677,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,You didn't tell me you were going to abandon your crown.,['anger']
22678,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"I never wanted a crown. All I wanted was to protect the North. I brought two armies home with me, two dragons.",['anger']
22679,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,And a Targaryen queen.,['anger']
22680,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"Do you think we can beat the Army of the Dead without her? I fought them, Sansa. Twice. You want to worry about who holds what title, I'm telling you it doesn't matter. Without her, we don't stand a chance.",['sadness']
22681,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Do you have any faith in me at all?,['anger']
22682,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,You know I do.,['anger']
22683,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,She'll be a good queen. For all of us. She's not her father.,['sadness']
22684,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,"No, she's much prettier.",['joy']
22685,2019-04-14,Season 8,Episode 1,Winterfell,sansa stark,Did you bend the knee to save the North or because you love her?,['anger']
22686,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Oh!,['joy']
22687,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,So you're the man?,['surprise']
22688,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Um. Which man am I, Your Grace?",['anger']
22689,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,The one who saved Ser Jorah when no one else could.,['joy']
22690,2019-04-14,Season 8,Episode 1,Winterfell,jorah mormont,"They could, they just wouldn't.",['joy']
22691,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,I'll have to make some changes in the Citadel when I take my throne. A great service merits a great reward.,['joy']
22692,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Oh, it's my honor to serve you, Your Grace.",['fear']
22693,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,"Well, there must be something I could give you.",['joy']
22694,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"If it's not too much trouble, I could use a pardon.",['fear']
22695,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,For what crime?,['anger']
22696,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Um, I borrowed a few books from the Citadel.",['joy']
22697,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,And also a sword.,['joy']
22698,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,From the Citadel?,['anger']
22699,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,From my family. It's been in House Tarly for generations.,['joy']
22700,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"It wouldo ve been mine anyway, eventually, but my father had other ideas.",['surprise']
22701,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Not Randyll Tarly?,['anger']
22702,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,You know him?,['anger']
22703,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,I offered to let him retain his lands and titles if he bent the knee. He refused.,['fear']
22704,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Well At least I'll be allowed home again, now that my brother's the lord.",['joy']
22705,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Your brother stood with your father.,['sadness']
22706,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"Hm. Thank you, Your Grace. For telling me. And m- may I?",['fear']
22707,2019-04-14,Season 8,Episode 1,Winterfell,daenerys targaryen,Of course.,['anger']
22708,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,What are you doing out here?,['anger']
22709,2019-04-14,Season 8,Episode 1,Winterfell,bran stark,"Waiting, for an old friend. It's time to tell Jon the truth.",['joy']
22710,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"No, no. You're his brother. Shouldn't you tell him?",['surprise']
22711,2019-04-14,Season 8,Episode 1,Winterfell,bran stark,I'm not his brother. He trusts you more than anyone. Now's the time.,['sadness']
22712,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Sam?,['anger']
22713,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"I'm sorry, I know I'm not supposed to be down here.",['fear']
22714,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Were you hiding from me?,['joy']
22715,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Of course not.,['anger']
22716,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What are you doing in Winterfell? Or did you read every book in the Citadel already?,['joy']
22717,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What's wrong? Gilly? Is she all right?,['joy']
22718,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,She's good.,['joy']
22719,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Little Sam?,['anger']
22720,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Don't you know?,['joy']
22721,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Know what?,['anger']
22722,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Daenerys. She executed my father and brother. They were her prisoners.,['sadness']
22723,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,She didn't tell you.,['anger']
22724,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,I'm so sorry. We need to end this war.,['fear']
22725,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Would you have done it?,['anger']
22726,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"Well, I've executed men who disobeyed me.",['sadness']
22727,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,You've also spared men. Thousands of wildlings when they refused to kneel.,['sadness']
22728,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,I wasn't a king.,['joy']
22729,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,But you were. You've always been.,['joy']
22730,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,"I gave up my crown, Sam.",['anger']
22731,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,I bent the knee. I'm not King in the North anymore.,['anger']
22732,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,I'm not talking about the King in the North. I'm talking about the King of the bloody Seven Kingdoms.,['joy']
22733,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Bran and I worked it out. I had a High Septon's diary. Bran had whatever Bran has.,['joy']
22734,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,What are you talking about?,['joy']
22735,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,Your mother was Lyanna Stark.,['anger']
22736,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"And your father- your real father was Rhaegar Targaryen. You've never been a bastard. You're Aegon Targaryen, true heir to the Iron Throne. I'm sorry, I know it's a lot to take in.",['fear']
22737,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,My father was the most honorable man I ever met. You're saying he lied to me all my life.,['anger']
22738,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,"No. Your father- Well, Ned Stark. He promised your mother he'd always protect you. And he did. Robert would have murdered you if he knew. You're the true king. Aegon Targaryen, Sixth of His Name, Protector of the Realm, all of it.",['fear']
22739,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,Daenerys is our queen.,['anger']
22740,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,She shouldn't be.,['anger']
22741,2019-04-14,Season 8,Episode 1,Winterfell,jon snow,That's treason.,['joy']
22742,2019-04-14,Season 8,Episode 1,Winterfell,sam tarly,It's the truth. You gave up your crown to save your people. Would she do the same?,['anger']
22743,2019-04-14,Season 8,Episode 1,Winterfell,edd,"Stay back, he's got blue eyes!",['joy']
22744,2019-04-14,Season 8,Episode 1,Winterfell,tormund,I've always had blue eyes!,['anger']
22745,2019-04-14,Season 8,Episode 1,Winterfell,beric,Did you find anyone?,['joy']
22746,2019-04-14,Season 8,Episode 1,Winterfell,edd,The Umber boy.,['anger']
22747,2019-04-14,Season 8,Episode 1,Winterfell,beric,It's a message. From the Night King.,['joy']
